region,disaggregation,disagg.value,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019,adult_anaemia_2000,adult_anaemia_2001,adult_anaemia_2002,adult_anaemia_2003,adult_anaemia_2004,adult_anaemia_2005,adult_anaemia_2006,adult_anaemia_2007,adult_anaemia_2008,adult_anaemia_2009,adult_anaemia_2010,adult_anaemia_2011,adult_anaemia_2012,adult_anaemia_2013,adult_anaemia_2014,adult_anaemia_2015,adult_anaemia_2016,adult_anaemia_2017,adult_anaemia_2018,adult_anaemia_2019,adult_blood_pressure_2000,adult_blood_pressure_2001,adult_blood_pressure_2002,adult_blood_pressure_2003,adult_blood_pressure_2004,adult_blood_pressure_2005,adult_blood_pressure_2006,adult_blood_pressure_2007,adult_blood_pressure_2008,adult_blood_pressure_2009,adult_blood_pressure_2010,adult_blood_pressure_2011,adult_blood_pressure_2012,adult_blood_pressure_2013,adult_blood_pressure_2014,adult_blood_pressure_2015,adult_blood_pressure_2019,adult_diabetes_2000,adult_diabetes_2001,adult_diabetes_2002,adult_diabetes_2003,adult_diabetes_2004,adult_diabetes_2005,adult_diabetes_2006,adult_diabetes_2007,adult_diabetes_2008,adult_diabetes_2009,adult_diabetes_2010,adult_diabetes_2011,adult_diabetes_2012,adult_diabetes_2013,adult_diabetes_2014,adult_diabetes_2019,adult_obesity_2000,adult_obesity_2001,adult_obesity_2002,adult_obesity_2003,adult_obesity_2004,adult_obesity_2005,adult_obesity_2006,adult_obesity_2007,adult_obesity_2008,adult_obesity_2009,adult_obesity_2010,adult_obesity_2011,adult_obesity_2012,adult_obesity_2013,adult_obesity_2014,adult_obesity_2015,adult_obesity_2016,adult_obesity_2019,adult_overweight_2000,adult_overweight_2001,adult_overweight_2002,adult_overweight_2003,adult_overweight_2004,adult_overweight_2005,adult_overweight_2006,adult_overweight_2007,adult_overweight_2008,adult_overweight_2009,adult_overweight_2010,adult_overweight_2011,adult_overweight_2012,adult_overweight_2013,adult_overweight_2014,adult_overweight_2015,adult_overweight_2016,adult_overweight_2019,adult_underweight_2000,adult_underweight_2001,adult_underweight_2002,adult_underweight_2003,adult_underweight_2004,adult_underweight_2005,adult_underweight_2006,adult_underweight_2007,adult_underweight_2008,adult_underweight_2009,adult_underweight_2010,adult_underweight_2011,adult_underweight_2012,adult_underweight_2013,adult_underweight_2014,adult_underweight_2015,adult_underweight_2016,adult_underweight_2019,lbw_2000,lbw_2001,lbw_2002,lbw_2003,lbw_2004,lbw_2005,lbw_2006,lbw_2007,lbw_2008,lbw_2009,lbw_2010,lbw_2011,lbw_2012,lbw_2013,lbw_2014,lbw_2015,overweight_2000,overweight_2005,overweight_2010,overweight_2011,overweight_2012,overweight_2013,overweight_2014,overweight_2015,overweight_2016,overweight_2017,overweight_2018,overweight_2019,overweight_2020,Risk_factor_all-rf_2000,Risk_factor_all-rf_2010,Risk_factor_all-rf_2015,Risk_factor_all-rf_2018,Risk_factor_diet_2000,Risk_factor_diet_2010,Risk_factor_diet_2015,Risk_factor_diet_2018,Risk_factor_fruits_2000,Risk_factor_fruits_2010,Risk_factor_fruits_2015,Risk_factor_fruits_2018,Risk_factor_legumes_2000,Risk_factor_legumes_2010,Risk_factor_legumes_2015,Risk_factor_legumes_2018,Risk_factor_nuts_seeds_2000,Risk_factor_nuts_seeds_2010,Risk_factor_nuts_seeds_2015,Risk_factor_nuts_seeds_2018,Risk_factor_obese_2000,Risk_factor_obese_2010,Risk_factor_obese_2015,Risk_factor_obese_2018,Risk_factor_overweight_2000,Risk_factor_overweight_2010,Risk_factor_overweight_2015,Risk_factor_overweight_2018,Risk_factor_prc_meat_2000,Risk_factor_prc_meat_2010,Risk_factor_prc_meat_2015,Risk_factor_prc_meat_2018,Risk_factor_red_meat_2000,Risk_factor_red_meat_2010,Risk_factor_red_meat_2015,Risk_factor_red_meat_2018,Risk_factor_SSBs_2000,Risk_factor_SSBs_2010,Risk_factor_SSBs_2015,Risk_factor_SSBs_2018,Risk_factor_underweight_2000,Risk_factor_underweight_2010,Risk_factor_underweight_2015,Risk_factor_underweight_2018,Risk_factor_vegetables_2000,Risk_factor_vegetables_2010,Risk_factor_vegetables_2015,Risk_factor_vegetables_2018,Risk_factor_weight_2000,Risk_factor_weight_2010,Risk_factor_weight_2015,Risk_factor_weight_2018,Risk_factor_whole_grains_2000,Risk_factor_whole_grains_2010,Risk_factor_whole_grains_2015,Risk_factor_whole_grains_2018,stunting_2000,stunting_2005,stunting_2010,stunting_2011,stunting_2012,stunting_2013,stunting_2014,stunting_2015,stunting_2016,stunting_2017,stunting_2018,stunting_2019,stunting_2020,wasting_2020
Southern Asia,sex,Girls,Burden of malnutrition,0.46,0.5,0.55,0.6,0.65,0.71,0.78,0.85,0.93,1.03,1.13,1.25,1.37,1.52,1.68,1.87,2.07,,3.13,3.3,3.47,3.65,3.84,4.04,4.26,4.49,4.73,5,5.28,5.59,5.92,6.28,6.67,7.1,7.56,,19.61,19.58,19.55,19.53,19.52,19.52,19.54,19.56,19.6,19.63,19.67,19.71,19.74,19.76,19.77,19.77,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Asia,sex,Girls Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,2.07,2.83,,,,,,,,,,,,,,,,,7.56,9.15,,,,,,,,,,,,,,,,,19.76,19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Asia,sex,Male,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.92,26,26.08,26.16,26.24,26.31,26.38,26.43,26.48,26.52,26.56,26.57,26.59,26.6,26.61,26.62,,7.49,7.69,7.89,8.08,8.27,8.45,8.61,8.77,8.91,9.04,9.17,9.29,9.41,9.53,9.65,,1.5,1.6,1.7,1.81,1.92,2.05,2.18,2.32,2.46,2.61,2.77,2.93,3.09,3.28,3.46,3.66,3.86,,12.5,12.93,13.35,13.79,14.26,14.74,15.23,15.73,16.24,16.76,17.29,17.82,18.37,18.92,19.48,20.06,20.64,,26.71,26.36,26.01,25.65,25.29,24.92,24.55,24.18,23.8,23.43,23.05,22.67,22.3,21.92,21.55,21.18,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Asia,sex,Male Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.62,27.11,,,,,,,,,,,,,,,9.65,11.04,,,,,,,,,,,,,,,,,3.86,4.78,,,,,,,,,,,,,,,,,20.64,22.44,,,,,,,,,,,,,,,,,20.81,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422609,418705,432462,441899,311317,308523,320517,323688,51661,58213,62208,57194,50894,48178,47919,50004,47307,40487,43306,39131,135392,130268,132216,138385,48782,48060,49117,50705,39534,43484,46721,48456,35597,35048,35180,37931,3400,3164,4323,4616,2070,2357,2619,2701,73738,73957,76263,77140,186244,180686,183952,191791,100859,92596,95480,97999,,,,,,,,,,,,,,
Southern Europe,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126610,141092,149789,150705,84405,93721,100276,99262,12291,17262,19944,17466,,,,,,,,,34442,37705,39427,40818,13049,14482,15200,15473,2739,3688,4069,4140,2823,3393,3464,3705,,,,,183,226,250,253,34212,38167,40503,40712,47674,52412,54876,56544,44418,46114,48463,49182,,,,,,,,,,,,,,
Southern Europe,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197168,180722,184101,190128,169459,154929,158609,162559,13258,13568,14320,13629,50894,48178,47919,50004,47307,40487,43306,39131,54920,49161,49075,51540,24838,23043,23356,24336,21992,23560,25248,26287,18444,18036,18083,19481,2579,2382,3393,3677,278,295,321,334,39526,35790,35760,36428,80036,72498,72752,76210,56442,46482,47018,48816,,,,,,,,,,,,,,
Southern Europe,Cause,Resp_Dis,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4169,4385,4724,5057,,,,,,,,,,,,,,,,,5799,6030,6417,6840,-2600,-2825,-3039,-3169,,,,,,,,,,,,,970,1180,1346,1386,,,,,4169,4385,4724,5057,,,,,,,,,,,,,,,,,,
Southern Europe,Cause,Stroke,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70291,65903,66597,67850,44328,44456,45498,45089,26111,27383,27944,26099,,,,,,,,,25512,21654,21345,22632,7231,6342,6344,6647,10320,11053,11955,12436,11387,10368,10385,11242,,,,,640,657,703,729,,,,,33383,28652,28393,30008,,,,,,,,,,,,,,,,,,
Southern Europe,Cause,T2DM,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24372,26603,27252,28160,7729,8601,8917,9273,,,,,,,,,,,,,14718,15719,15952,16554,6264,7019,7255,7418,4484,5184,5449,5594,2944,3250,3249,3503,820,782,929,939,0,0,0,0,,,,,20981,22738,23207,23973,,,,,,,,,,,,,,,,,,
Southern Europe,pregnancy,All women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84,13.63,13.48,13.42,13.32,13.29,13.28,13.22,13.2,13.19,13.2,13.27,13.4,13.55,13.75,13.94,14.15,14.4,14.7,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,pregnancy,Non-pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65,13.43,13.36,13.23,13.13,13.12,13.09,13.07,13.05,13.01,13.06,13.14,13.23,13.41,13.6,13.77,14.02,14.31,14.56,14.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,pregnancy,Pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78,20.45,20.21,20.03,19.87,19.74,19.62,19.56,19.45,19.38,19.33,19.37,19.44,19.55,19.65,19.74,19.9,20.01,20.07,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Both,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,8,8.1,8.1,8.1,8.1,8.1,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,5.6,4.7,4.6,4.5,4.4,4.4,4.3,4.3,4.2,4.1,4,4,
Southern Europe,sex,Boys,Burden of malnutrition,9.24,9.51,9.77,10.04,10.31,10.59,10.86,11.13,11.39,11.65,11.9,12.14,12.39,12.63,12.87,13.12,13.38,,29.05,29.57,30.1,30.64,31.2,31.75,32.28,32.81,33.32,33.81,34.28,34.74,35.18,35.62,36.05,36.47,36.9,,1.14,1.12,1.1,1.08,1.05,1.03,1.01,0.98,0.96,0.94,0.93,0.91,0.9,0.89,0.89,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Boys Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,13.38,14.23,,,,,,,,,,,,,,,,,36.9,38.31,,,,,,,,,,,,,,,,,0.88,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Female,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.55,24.11,23.66,23.2,22.72,22.24,21.75,21.26,20.78,20.3,19.84,19.39,18.94,18.51,18.09,17.68,,5.44,5.44,5.45,5.45,5.44,5.44,5.43,5.43,5.42,5.41,5.4,5.4,5.39,5.39,5.4,,17.28,17.56,17.83,18.09,18.36,18.63,18.89,19.16,19.41,19.67,19.92,20.17,20.41,20.66,20.91,21.16,21.42,,46.55,46.94,47.34,47.74,48.13,48.52,48.91,49.3,49.68,50.05,50.41,50.78,51.14,51.49,51.85,52.2,52.56,,2.36,2.32,2.27,2.23,2.19,2.15,2.11,2.08,2.04,2.01,1.98,1.95,1.92,1.89,1.86,1.84,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Female Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.68,16.51,,,,,,,,,,,,,,,5.4,5.56,,,,,,,,,,,,,,,,,21.42,23.27,,,,,,,,,,,,,,,,,52.56,53.67,,,,,,,,,,,,,,,,,1.81,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Girls,Burden of malnutrition,5.66,5.87,6.08,6.29,6.52,6.74,6.96,7.18,7.4,7.61,7.83,8.03,8.24,8.46,8.67,8.89,9.12,,23.24,23.69,24.15,24.63,25.14,25.64,26.14,26.63,27.12,27.59,28.05,28.51,28.95,29.39,29.83,30.27,30.72,,0.95,0.93,0.92,0.89,0.87,0.85,0.83,0.81,0.79,0.77,0.75,0.74,0.73,0.72,0.71,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Girls Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,9.12,9.88,,,,,,,,,,,,,,,,,30.72,32.14,,,,,,,,,,,,,,,,,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Male,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32.66,32.32,31.95,31.55,31.13,30.67,30.19,29.7,29.2,28.69,28.18,27.67,27.17,26.68,26.19,,6.63,6.74,6.85,6.95,7.05,7.14,7.21,7.29,7.35,7.41,7.47,7.53,7.59,7.65,7.71,,14.9,15.31,15.73,16.15,16.58,17.02,17.45,17.9,18.34,18.78,19.23,19.67,20.12,20.57,21.03,21.5,21.97,,57.85,58.43,59.01,59.59,60.16,60.72,61.28,61.82,62.35,62.87,63.37,63.87,64.36,64.84,65.32,65.8,66.27,,0.74,0.72,0.69,0.67,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.49,0.47,0.45,0.44,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Europe,sex,Male Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19,25.09,,,,,,,,,,,,,,,7.71,8.47,,,,,,,,,,,,,,,,,21.97,24.5,,,,,,,,,,,,,,,,,66.27,67.72,,,,,,,,,,,,,,,,,0.43,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Africa,all,,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,17.69,17.48,17.27,17.06,16.84,16.64,16.45,16.28,16.11,15.95,15.8,15.64,15.51,15.37,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Africa,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162378,194687,226926,240917,125191,149880,176646,186724,52598,59005,68700,72772,15427,18677,22329,24220,9488,4089,11583,9807,28275,34271,39315,42911,13039,15936,18368,19706,4696,5660,6698,7057,10443,13193,13295,13638,6126,15041,16558,18228,14638,17393,19319,20094,32034,40288,47372,50888,55951,67601,77002,82711,22607,26754,31957,33127,,,,,,,,,,,,,,
Western Africa,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28748,39032,47212,51461,23760,32153,39018,42325,7944,10698,13113,14341,,,,,,,,,3671,4957,5971,6719,1831,2493,2995,3300,86,122,153,168,202,335,364,389,,,,,946,1316,1565,1697,10665,14816,17850,19527,6448,8766,10531,11717,7626,9917,12107,12778,,,,,,,,,,,,,,
Western Africa,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67628,78420,93071,98113,60004,69547,83466,87541,11260,12822,14948,15877,15427,18677,22329,24220,9488,4089,11583,9807,10463,12051,13887,15083,6183,7162,8240,8793,2301,2762,3277,3437,4906,6159,6252,6455,4092,9847,10922,12046,1951,2310,2649,2799,21370,25472,29521,31361,18596,21523,24775,26675,14981,16838,19850,20349,,,,,,,,,,,,,,
Western Africa,Cause,Resp_Dis,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7865,9522,10349,10726,,,,,,,,,,,,,,,,,1362,1615,1773,1914,-678,-808,-883,-924,,,,,,,,,,,,,7181,8715,9458,9736,,,,,7865,9522,10349,10726,,,,,,,,,,,,,,,,,,
Western Africa,Cause,Stroke,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44854,48524,54850,57488,36886,39621,44907,46912,33395,35485,40638,42554,,,,,,,,,5739,6299,7101,7656,2114,2314,2603,2745,1368,1550,1828,1930,3849,4511,4469,4505,,,,,4560,5052,5647,5862,,,,,12414,13665,15351,16263,,,,,,,,,,,,,,,,,,
Western Africa,Cause,T2DM,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13283,19188,21444,23129,4255,8105,8742,9393,,,,,,,,,,,,,7039,9348,10584,11538,3590,4775,5413,5792,941,1225,1440,1521,1486,2188,2209,2289,2034,5194,5636,6181,0,0,0,0,,,,,10629,14124,15996,17331,,,,,,,,,,,,,,,,,,
